crop_type,season,temperature,humidity,rainfall,soil_moisture,soil_ph,light_intensity,disease_label
Tomato,summer,32.0,78.28,0.0,28.45,6.35,66,Fusarium Wilt
Tomato,summer,35.57,74.69,0.0,35.74,6.4,66,Fusarium Wilt
Potato,summer,35.91,64.14,1.62,45.17,6.06,47,Common Scab
Tomato,summer,32.91,73.14,0.0,30.31,7.4,72,Fusarium Wilt
Tomato,summer,34.21,65.15,0.0,33.96,5.97,91,Fusarium Wilt
Potato,summer,34.34,72.21,0.0,31.93,5.75,5297,Verticillium Wilt
Potato,summer,29.67,65.11,0.0,26.87,6.01,42663,Verticillium Wilt
Tomato,summer,32.21,72.28,0.0,23.37,6.21,0,Fusarium Wilt
Tomato,summer,35.12,65.43,0.0,42.48,6.07,97,Anthracnose
Potato,summer,36.66,78.95,0.0,33.54,5.99,10218,Early Blight
Tomato,summer,33.83,71.69,0.0,28.43,6.48,24144,Fusarium Wilt
Tomato,summer,31.91,71.12,0.0,34.31,5.73,13261,Anthracnose
Potato,summer,33.24,70.77,0.0,29.61,6.02,78,Verticillium Wilt
Potato,summer,31.8,68.38,0.0,31.08,5.8,0,Verticillium Wilt
Tomato,summer,31.85,72.74,0.0,34.4,6.96,31266,Anthracnose
Tomato,summer,36.06,69.35,5.58,14.19,6.47,9,Fusarium Wilt
Tomato,summer,33.09,60.58,5.73,29.71,6.76,21200,Fusarium Wilt
Tomato,summer,31.74,64.73,7.11,27.23,6.63,38587,Anthracnose
Potato,summer,34.94,71.36,0.0,18.12,6.3,8645,Verticillium Wilt
Tomato,summer,39.03,79.52,0.0,28.06,6.65,24,Fusarium Wilt
Tomato,summer,32.76,70.49,0.0,34.18,6.13,12,Fusarium Wilt
Potato,summer,30.62,71.47,0.0,32.3,6.24,25,Verticillium Wilt
Tomato,summer,35.18,63.18,6.14,53.98,6.39,22993,Anthracnose
Potato,summer,32.74,79.18,0.0,32.44,5.66,55,Early Blight
Tomato,summer,35.42,73.64,0.0,14.99,7.2,76,Fusarium Wilt
Potato,summer,36.8,66.7,0.0,32.85,6.4,6,Common Scab
Tomato,summer,35.84,71.9,0.0,33.29,6.53,0,Fusarium Wilt
Potato,summer,29.38,62.85,0.0,33.08,5.67,66,Verticillium Wilt
Tomato,summer,37.42,59.54,0.0,34.1,6.27,94,Fusarium Wilt
Potato,summer,35.81,61.39,0.0,42.81,6.16,71,Common Scab
Tomato,summer,33.2,76.53,0.0,25.05,7.03,63,Fusarium Wilt
Tomato,summer,31.68,68.71,0.0,32.62,6.56,33472,Anthracnose
Potato,summer,34.47,68.02,0.0,32.25,5.58,66,Verticillium Wilt
Tomato,summer,32.08,62.59,0.0,25.72,6.19,92,Fusarium Wilt
Tomato,summer,32.36,64.01,0.0,28.45,6.36,52,Fusarium Wilt
Potato,summer,30.23,69.7,0.0,29.15,5.62,34440,Verticillium Wilt
Tomato,summer,32.55,73.32,0.0,33.35,6.67,12,Fusarium Wilt
Tomato,summer,37.18,79.32,0.0,33.06,6.55,0,Fusarium Wilt
Tomato,summer,34.82,61.31,0.0,11.85,6.9,35895,Fusarium Wilt
Potato,summer,38.26,66.98,0.0,27.02,6.28,38575,Common Scab
Tomato,summer,35.02,68.99,7.4,41.5,6.87,34216,Anthracnose
Tomato,summer,33.17,66.42,0.0,34.96,7.29,9181,Fusarium Wilt
Potato,summer,35.15,64.84,0.0,35.64,5.5,43,Verticillium Wilt
Potato,summer,29.69,64.79,0.0,29.44,6.22,43601,Common Scab
Tomato,summer,34.53,60.84,0.0,27.65,6.64,42581,Anthracnose
Potato,summer,35.47,74.52,0.0,42.44,5.5,30707,Early Blight
Tomato,summer,30.13,67.14,0.0,20.26,6.99,14500,Fusarium Wilt
Potato,summer,34.79,80.17,0.0,30.63,5.5,36,Early Blight
Potato,summer,31.4,81.84,0.0,21.01,6.58,38298,Early Blight
Potato,summer,36.06,56.31,0.0,35.65,5.77,38716,Common Scab
Potato,summer,35.14,71.99,0.0,36.97,6.4,14210,Common Scab
Tomato,summer,37.38,62.57,0.0,28.34,6.59,35,Fusarium Wilt
Tomato,summer,38.78,68.37,0.0,46.24,5.79,31,Anthracnose
Potato,summer,33.14,68.17,0.0,33.61,6.11,69,Common Scab
Potato,summer,29.63,69.3,0.0,32.62,5.95,46829,Verticillium Wilt
Potato,summer,37.74,64.48,0.0,36.39,6.27,94,Common Scab
Potato,summer,32.09,74.31,0.0,31.8,5.8,7,Early Blight
Tomato,summer,34.73,68.34,10.74,34.57,7.02,0,Fusarium Wilt
Tomato,summer,36.9,66.31,0.0,26.09,6.83,37839,Fusarium Wilt
Potato,summer,35.52,84.73,2.42,36.62,5.5,53,Early Blight
Potato,summer,32.74,79.64,0.0,28.95,5.66,22,Early Blight
Tomato,summer,31.2,63.01,0.0,28.01,6.72,50,Fusarium Wilt
Potato,summer,35.92,63.36,0.0,39.58,5.51,21337,Common Scab
Potato,summer,35.77,77.37,5.07,32.9,5.5,35171,Early Blight
Potato,summer,33.08,70.69,0.0,27.04,6.01,62,Verticillium Wilt
Potato,summer,35.75,67.06,0.0,22.35,5.74,7,Verticillium Wilt
Tomato,summer,29.2,67.45,0.0,34.81,6.39,3443,Fusarium Wilt
Potato,summer,31.18,59.56,0.0,33.74,5.5,25359,Verticillium Wilt
Tomato,summer,35.72,73.66,0.0,10.0,7.15,29727,Fusarium Wilt
Potato,summer,37.72,62.97,0.0,48.26,5.86,21421,Common Scab
Tomato,summer,34.18,67.45,0.0,28.61,6.01,99,Fusarium Wilt
Tomato,summer,31.24,68.21,0.0,29.11,6.79,7,Fusarium Wilt
Tomato,summer,32.22,67.68,0.0,29.29,6.43,99,Fusarium Wilt
Potato,summer,35.28,68.51,0.0,41.7,5.96,35317,Common Scab
Tomato,summer,32.66,65.09,0.0,10.0,6.43,45620,Fusarium Wilt
Tomato,summer,31.97,69.3,0.0,18.15,6.96,10215,Fusarium Wilt
Tomato,summer,35.03,67.53,0.0,40.35,6.68,55,Fusarium Wilt
Tomato,summer,35.89,79.2,0.0,31.07,7.37,9,Fusarium Wilt
Tomato,summer,30.15,71.97,0.0,21.15,7.58,76,Fusarium Wilt
Potato,summer,30.35,67.09,0.0,16.65,6.31,74,Verticillium Wilt
Potato,summer,28.01,64.85,0.0,34.64,6.03,7,Verticillium Wilt
Tomato,summer,35.07,75.67,5.63,30.67,6.12,36,Fusarium Wilt
Potato,summer,32.61,63.25,0.0,32.79,6.19,38839,Common Scab
Potato,summer,35.69,79.05,0.0,33.49,5.6,41481,Early Blight
Potato,summer,34.47,72.0,0.0,21.35,5.55,34522,Verticillium Wilt
Potato,summer,36.51,68.09,0.0,37.05,6.33,39021,Common Scab
Tomato,summer,29.79,84.55,0.0,24.29,6.85,8742,Fusarium Wilt
Tomato,summer,34.52,78.74,0.0,27.39,6.7,46,Fusarium Wilt
Potato,summer,33.61,69.09,0.0,28.54,6.29,34,Common Scab
Tomato,summer,31.44,75.24,0.0,33.63,6.63,68,Fusarium Wilt
Potato,summer,35.17,67.38,0.0,59.9,5.88,73,Common Scab
Tomato,summer,35.97,68.89,0.0,41.47,6.75,3,Fusarium Wilt
Tomato,summer,35.44,55.38,0.0,37.54,6.42,26210,Anthracnose
Tomato,summer,35.7,69.14,0.0,40.03,6.57,33099,Anthracnose
Potato,summer,35.76,60.12,0.0,37.54,5.69,38742,Common Scab
Potato,summer,33.28,77.29,0.0,34.22,5.95,12462,Early Blight
Tomato,summer,30.47,62.82,0.0,21.91,6.83,64,Fusarium Wilt
Potato,summer,29.23,63.18,0.0,33.63,5.83,71,Verticillium Wilt
Tomato,summer,34.46,73.68,0.0,30.95,6.11,82,Fusarium Wilt
Tomato,summer,28.98,72.38,0.0,26.69,6.15,0,Fusarium Wilt
Potato,summer,34.22,68.56,0.0,33.61,5.95,5615,Common Scab
Potato,summer,35.42,69.16,0.0,53.28,5.94,38414,Common Scab
Tomato,summer,30.65,71.22,0.0,16.01,6.18,5,Fusarium Wilt
Potato,summer,32.94,80.53,0.0,16.94,6.02,3,Early Blight
Tomato,summer,30.77,75.79,0.0,27.79,6.9,55,Fusarium Wilt
Tomato,summer,33.12,65.62,0.0,30.78,6.51,37,Fusarium Wilt
Potato,summer,34.26,68.12,0.0,32.16,5.96,8,Verticillium Wilt
Tomato,summer,36.21,76.02,0.0,32.09,7.12,6,Fusarium Wilt
Potato,summer,31.39,77.37,0.0,32.46,5.5,40915,Verticillium Wilt
Tomato,summer,35.84,78.43,0.0,25.72,6.52,33632,Anthracnose
Tomato,summer,37.24,85.7,0.0,25.77,6.09,21708,Anthracnose
Tomato,summer,33.12,66.66,0.0,23.23,6.12,71,Fusarium Wilt
Potato,summer,33.74,72.38,0.0,23.29,5.5,4065,Verticillium Wilt
Tomato,summer,35.59,79.2,0.0,34.3,6.71,34810,Anthracnose
Tomato,summer,33.33,68.24,0.0,24.56,6.94,33,Fusarium Wilt
Potato,summer,32.31,81.4,0.0,27.2,5.98,60,Early Blight
Potato,summer,32.52,66.56,0.0,32.15,6.36,44544,Common Scab
Tomato,summer,35.25,67.09,0.0,42.65,6.38,80,Anthracnose
Potato,summer,32.62,69.98,0.0,33.57,6.16,67,Common Scab
Potato,summer,31.76,78.31,0.0,16.83,5.64,6570,Verticillium Wilt
Potato,summer,32.13,79.23,0.0,34.19,5.52,45209,Early Blight
Potato,summer,31.28,77.52,0.0,34.88,7.05,22,Early Blight
Tomato,summer,33.06,68.38,0.0,21.43,6.31,63,Fusarium Wilt
Potato,summer,34.56,67.16,0.0,25.84,5.78,50000,Verticillium Wilt
Potato,summer,31.12,72.33,0.0,33.17,5.69,39869,Verticillium Wilt
Tomato,summer,38.13,77.63,0.0,31.72,6.71,41416,Anthracnose
Potato,summer,33.63,67.15,0.0,21.38,6.04,23603,Verticillium Wilt
Potato,summer,33.18,61.39,0.0,27.04,5.55,30673,Verticillium Wilt
Tomato,summer,38.23,66.82,0.0,10.49,5.96,74,Fusarium Wilt
Tomato,summer,35.98,63.64,0.0,41.48,6.39,9,Fusarium Wilt
Potato,summer,37.9,81.59,0.0,37.36,5.5,67,Early Blight
Tomato,summer,32.37,77.85,0.0,23.67,6.3,31260,Fusarium Wilt
Tomato,summer,28.82,71.18,0.0,23.77,6.99,28856,Fusarium Wilt
Potato,summer,33.27,57.52,2.77,17.79,6.01,44173,Verticillium Wilt
Tomato,summer,34.32,70.49,0.0,17.67,6.67,63,Fusarium Wilt
Potato,summer,31.42,71.33,0.0,30.22,5.5,19877,Verticillium Wilt
